arquivo,conteudo
auth.log,Oct 23 09:15:33 servidor sshd[3450]: Failed password for invalid user admin from 203.0.113.77 port 55601 ssh2
auth.log,Oct 23 09:15:36 servidor sshd[3450]: Connection closed by 203.0.113.77 port 55601 [preauth]
auth.log,Oct 23 09:16:03 servidor sshd[3460]: Failed password for root from 198.51.100.120 port 54200 ssh2
auth.log,Oct 23 09:16:06 servidor sshd[3460]: Failed password for root from 198.51.100.120 port 54201 ssh2
auth.log,Oct 23 09:16:09 servidor sshd[3460]: Connection closed by 198.51.100.120 port 54201 [preauth]
auth.log,Oct 23 09:17:12 servidor sshd[3472]: Accepted publickey for ubuntu from 192.0.2.21 port 52225 ssh2: RSA SHA256:RtYpOoPl...
auth.log,Oct 23 09:18:00 servidor sshd[3480]: Failed password for invalid user test from 198.51.100.14 port 51280 ssh2
auth.log,Oct 23 09:18:03 servidor sshd[3480]: Failed password for invalid user test from 198.51.100.14 port 51281 ssh2
auth.log,Oct 23 09:18:06 servidor sshd[3480]: Failed password for invalid user test from 198.51.100.14 port 51282 ssh2
auth.log,Oct 23 09:18:09 servidor sshd[3480]: Connection closed by 198.51.100.14 port 51282 [preauth]
auth.log,Oct 23 09:19:10 servidor sshd[3490]: Failed password for root from 203.0.113.200 port 58100 ssh2
auth.log,Oct 23 09:19:13 servidor sshd[3490]: Connection closed by 203.0.113.200 port 58100 [preauth]
auth.log,Oct 23 09:20:00 servidor sshd[3500]: Accepted publickey for ubuntu from 192.0.2.22 port 52226 ssh2: RSA SHA256:AsDfGhJk...
auth.log,Oct 23 09:21:05 servidor sudo:     admin : TTY=pts/3 ; PWD=/home/admin ; USER=root ; COMMAND=/usr/bin/apt upgrade
auth.log,Oct 23 09:22:22 servidor sshd[3515]: Failed password for invalid user admin from 198.51.100.14 port 51290 ssh2
auth.log,Oct 23 09:22:25 servidor sshd[3515]: Failed password for invalid user admin from 198.51.100.14 port 51291 ssh2
auth.log,Oct 23 09:22:28 servidor sshd[3515]: Failed password for invalid user admin from 198.51.100.14 port 51292 ssh2
auth.log,Oct 23 09:22:31 servidor sshd[3515]: Connection closed by 198.51.100.14 port 51292 [preauth]
auth.log,Oct 23 09:23:50 servidor sshd[3525]: Failed password for root from 198.51.100.200 port 57300 ssh2
auth.log,Oct 23 09:23:53 servidor sshd[3525]: Failed password for root from 198.51.100.200 port 57301 ssh2
auth.log,Oct 23 09:23:56 servidor sshd[3525]: Connection closed by 198.51.100.200 port 57301 [preauth]
ufw.log,Oct 23 09:00:01 server kernel: [12345.01] [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.77 DST=192.168.1.2 LEN=60 PROTO=TCP SPT=55874 DPT=22 WINDOW=29200
ufw.log,Oct 23 09:00:02 server kernel: [12345.02] [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.77 DST=192.168.1.2 LEN=60 PROTO=TCP SPT=55874 DPT=22 WINDOW=29200
ufw.log,Oct 23 09:00:03 server kernel: [12345.03] [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.44 DST=192.168.1.2 LEN=60 PROTO=TCP SPT=55900 DPT=3389 WINDOW=29200
ufw.log,Oct 23 09:00:04 server kernel: [12345.04] [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.44 DST=192.168.1.2 LEN=60 PROTO=TCP SPT=55900 DPT=3389 WINDOW=29200
ufw.log,Oct 23 09:00:02 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=00:0c:29:aa:bb:cc:00:50:56:dd:ee:ff:08:00 SRC=198.51.100.14 DST=192.0.2.10 LEN=60 TOS=0x00 PREC=0x00 TTL=53 ID=54321 DF PROTO=TCP SPT=51234 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:05 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=00:0c:29:aa:bb:cc:00:50:56:dd:ee:ff:08:00 SRC=203.0.113.55 DST=192.0.2.10 LEN=60 TOS=0x00 PREC=0x00 TTL=51 ID=54322 DF PROTO=TCP SPT=52311 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:10 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=192.0.2.10 DST=198.51.100.100 LEN=52 PROTO=UDP SPT=123 DPT=123
ufw.log,Oct 23 09:00:15 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.200 DST=192.0.2.10 LEN=84 PROTO=TCP SPT=39512 DPT=8080 WINDOW=65535 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:20 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=203.0.113.99 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=12345
ufw.log,Oct 23 09:00:25 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.14 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51236 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:30 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.150 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51237 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:35 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=10.0.0.5 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=443 DPT=53211 WINDOW=28960 RES=0x00 ACK
ufw.log,Oct 23 09:00:40 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.77 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=55555 DPT=23 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:45 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=203.0.113.120 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=23456
ufw.log,Oct 23 09:00:50 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=54000 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:00:55 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.200 DST=192.0.2.10 LEN=84 PROTO=TCP SPT=57200 DPT=22 WINDOW=65535 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:00 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=192.0.2.99 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=34567
ufw.log,Oct 23 09:01:05 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.14 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51240 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:10 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=10.0.0.6 DST=192.0.2.10 LEN=52 PROTO=UDP SPT=123 DPT=123
ufw.log,Oct 23 09:01:15 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.55 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=52321 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:20 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.77 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=55600 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:25 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=198.51.100.150 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=45678
ufw.log,Oct 23 09:01:30 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.14 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51245 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:35 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=192.0.2.10 DST=198.51.100.100 LEN=60 PROTO=TCP SPT=443 DPT=52311 WINDOW=28960 RES=0x00 ACK
ufw.log,Oct 23 09:01:40 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=52399 DPT=8080 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:45 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=203.0.113.99 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=56789
ufw.log,Oct 23 09:01:50 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=54004 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:01:55 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.200 DST=192.0.2.10 LEN=84 PROTO=TCP SPT=57205 DPT=22 WINDOW=65535 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:00 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=10.0.0.7 DST=192.0.2.10 LEN=52 PROTO=UDP SPT=123 DPT=123
ufw.log,Oct 23 09:02:05 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=203.0.113.120 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=67890
ufw.log,Oct 23 09:02:10 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.14 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51250 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:15 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.55 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=52325 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:20 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.77 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=55605 DPT=23 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:25 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=198.51.100.150 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=78901
ufw.log,Oct 23 09:02:30 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=54008 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:35 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=10.0.0.8 DST=192.0.2.10 LEN=52 PROTO=UDP SPT=123 DPT=123
ufw.log,Oct 23 09:02:40 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=52400 DPT=8080 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:45 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=203.0.113.99 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=89012
ufw.log,Oct 23 09:02:50 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.14 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51255 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:02:55 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.200 DST=192.0.2.10 LEN=84 PROTO=TCP SPT=57210 DPT=22 WINDOW=65535 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:03:00 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=192.0.2.99 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=90123
ufw.log,Oct 23 09:03:05 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.55 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=52330 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:03:10 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=10.0.0.9 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=443 DPT=52312 WINDOW=28960 RES=0x00 ACK
ufw.log,Oct 23 09:03:15 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=54012 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:03:20 servidor kernel: IPTABLES_DROP: IN=eth0 OUT= MAC=... SRC=198.51.100.150 DST=192.0.2.10 LEN=48 PROTO=ICMP TYPE=8 CODE=0 ID=12345
ufw.log,Oct 23 09:03:25 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=203.0.113.120 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=52405 DPT=8080 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:03:30 servidor kernel: [UFW BLOCK] IN=eth0 OUT= MAC=... SRC=198.51.100.14 DST=192.0.2.10 LEN=60 PROTO=TCP SPT=51260 DPT=22 WINDOW=29200 RES=0x00 SYN URGP=0
ufw.log,Oct 23 09:03:35 servidor kernel: [UFW ALLOW] IN=eth0 OUT= MAC=... SRC=192.0.2.10 DST=198.51.100.100 LEN=52 PROTO=UDP SPT=123 DPT=123
